Name,Age,City,Join_Date,Salary,Gender
Danielle Gaines,36.0,Los Angele,07/06/2024,9999999.0,Femle
,65.0,SF,2023-04-30,2000000.0,Mmale
Brandon Morris,55.0,san francisco,,2000000.0,Female
Katherine Trujillo,64.0,san francisco,2022-07-14,,Female
Chad Dawson,67.0,SF,03/03/2020,10.0,male
Nathan Young,31.0,New York,2024-07-21,,
Makayla Durham,29.0,LA,2023-03-13,,Female
Marie Singh,19.0,San Francisco,2022-09-25,10.0,
Danielle Owens,20.0,san francisco,2022-05-09,,
Taylor Raymond,50.0,New York,2020-12-30,9999999.0,Female
Erika Park,50.0,new york,2022-04-13,183277.72098241508,Male
Anthony Hamilton,62.0,San Francisco,2023-10-22,10.0,
Jennifer Parrish,23.0,new york,2020-04-28,9999999.0,Female
Andre Reed,23.0,Los Angeles,18/04/2020,250848.77695917373,Mmale
Michael Velazquez,46.0,SF,12/06/2023,2000000.0,
Matthew Banks,30.0,Los Angeles,2024-03-10,2000000.0,Mmale
,18.0,san francisco,26/07/2024,9999999.0,Male
Jamie Choi,33.0,New York,2022-05-06,,female
Rachel Wright,54.0,San Francisco,2023-12-08,2000000.0,femlae
Stephanie Lopez PhD,50.0,New York,2024-05-21,10.0,
Scott Thomas,38.0,new york,2022-09-25,174612.25452608697,Male
Derrick Coleman,20.0,LA,06/05/2022,10.0,femlae
Dennis Smith,42.0,new york,12/04/2020,9999999.0,femlae
Christine Morrison,,San Francisco,,10.0,Mmale
Julie Smith,63.0,San Francisco,2021-07-06,9999999.0,Female
David Reyes,60.0,SF,2024-07-27,10.0,Female
Tammy Miles,29.0,new york,,10.0,male
Sara Edwards,57.0,San Francisco,2024-03-25,10.0,Mmale
Sandra Clay,54.0,new york,2022-02-02,,male
Lucas Dunn,,san francisco,26/03/2021,9999999.0,male
Vanessa Taylor,18.0,new york,,2000000.0,Femle
,31.0,Los Angele,2020-06-18,9999999.0,
Jacqueline Miller,42.0,New York,2024-08-13,9999999.0,Male
James Hernandez,39.0,san francisco,2021-11-06,10.0,male
Robert Morales,64.0,san francisco,2023-12-20,2000000.0,
Allison Bruce,36.0,San Francisco,2021-07-30,190014.84813988855,Femle
Alison Roy MD,46.0,New York,2024-08-09,10.0,Female
Robert Sanders,36.0,san francisco,2023-06-24,2000000.0,femlae
Edward Wilson,37.0,SF,2020-09-18,9999999.0,femlae
Amy Murray,68.0,New York,2024-10-18,9999999.0,Male
,65.0,new york,2024-08-27,,female
Andrew Perry,58.0,New York,22/02/2022,2000000.0,Femle
John Robinson,46.0,San Francisco,2023-11-22,10.0,Female
Dennis Garcia,25.0,SF,2021-08-01,246726.16325306593,female
Angela Mckinney,32.0,San Francisco,2022-03-19,10.0,
Dr. Robert Espinoza,48.0,Los Angeles,2024-05-20,253883.84900908306,Male
Christina Harris,36.0,san francisco,2020-12-23,2000000.0,Female
Steven Jenkins,,Los Angele,2024-10-02,9999999.0,Female
,41.0,New York,2024-05-08,10.0,male
April Flynn,42.0,Los Angele,2020-07-19,2000000.0,female
Robert Smith,57.0,new york,2021-01-23,9999999.0,
,50.0,New York,2023-06-21,,Mmale
Samuel Harris,43.0,San Francisco,,2000000.0,Male
,46.0,Los Angele,2024-09-27,,Male
Daniel Chavez,33.0,SF,2022-12-01,,Female
Angelica Hall,40.0,LA,2022-08-29,,Femle
Bruce Lopez,30.0,San Francisco,2024-09-13,10.0,Mmale
Amanda Graves,53.0,san francisco,2023-09-20,9999999.0,Femle
Philip Owen,58.0,LA,2022-10-02,,Male
Mercedes Hughes,,New York,2020-07-27,,
Janet White,37.0,Los Angeles,26/02/2021,92329.81661242168,Mmale
Gregory Bell,61.0,new york,,2000000.0,Female
Madison Benjamin,60.0,san francisco,2020-08-21,,Mmale
Eugene Dillon,43.0,LA,,,Female
Jessica Wright,38.0,San Francisco,2024-09-18,10.0,Male
Robert Pacheco,54.0,LA,2021-09-18,2000000.0,Male
Tanya Horton,32.0,Los Angeles,2020-10-12,,Male
Karen Livingston,47.0,New York,2020-08-10,9999999.0,male
Kayla Lopez,54.0,San Francisco,2019-11-20,9999999.0,Femle
Amy Hoffman,28.0,Los Angele,2020-02-25,9999999.0,
Dennis Williams,46.0,New York,2023-09-14,,
Michelle Montes,51.0,Los Angeles,2024-02-19,10.0,male
Kim Mcbride,47.0,Los Angele,,,Mmale
,25.0,New York,2021-03-30,,femlae
,18.0,Los Angeles,2023-12-01,10.0,
Regina Snyder,38.0,san francisco,2020-10-06,2000000.0,female
Colton Walters,56.0,LA,23/10/2021,,
Mrs. Marcia Williams DDS,33.0,san francisco,2024-04-16,9999999.0,Female
Jeffrey Harris,57.0,new york,2021-05-26,286246.9176079594,femlae
Sandra Medina,51.0,San Francisco,2024-02-03,,female
Julie Castro,54.0,LA,10/05/2022,107722.67553176949,female
Benjamin Gibson,,LA,2021-02-10,,male
Samantha Clark,29.0,Los Angele,2022-01-30,2000000.0,Mmale
Kimberly Taylor,28.0,LA,2021-02-04,,Male
Ethan Brown,65.0,SF,,2000000.0,female
Stephanie Barrett,70.0,Los Angele,2022-01-25,9999999.0,
Nicholas Lutz,,New York,15/02/2022,10.0,male
Amanda Wood,,New York,2023-10-03,2000000.0,female
Michelle Lewis,61.0,LA,2020-01-21,2000000.0,Female
Max Avila,68.0,san francisco,02/04/2022,,female
Rachel Lyons,18.0,Los Angele,2021-04-13,,Female
Mitchell Savage,28.0,san francisco,2024-03-14,,femlae
Connor Torres,64.0,Los Angele,2023-10-01,2000000.0,male
Jennifer Campbell,59.0,San Francisco,20/05/2021,9999999.0,male
Jeanne Garcia,68.0,LA,2020-07-16,10.0,Mmale
Mrs. Cynthia Garcia,31.0,San Francisco,2021-12-30,,male
Daniel Peters,55.0,SF,2023-04-03,266912.40467392496,male
Tracy Davis,47.0,new york,2019-11-02,259399.54153368945,Female
Danny Peterson,69.0,san francisco,20/10/2021,2000000.0,femlae
Jennifer Walton,34.0,SF,2023-11-24,2000000.0,male
Mary Fuller,43.0,new york,14/11/2021,2000000.0,Male
Randy Gill,36.0,san francisco,2021-02-19,2000000.0,Femle
Maria Steele,65.0,Los Angeles,2022-05-26,205388.57653611354,Male
Timothy Mason,,san francisco,2022-09-16,,Femle
Keith Wilkins,23.0,Los Angeles,2024-10-02,2000000.0,Female
Erik Williams,32.0,new york,2024-10-04,9999999.0,Female
George Patterson,53.0,Los Angele,2019-11-28,10.0,Male
Heidi Lambert,19.0,New York,2020-10-30,128448.14231759984,Mmale
Amy Bowen,45.0,Los Angeles,2023-02-26,,Female
Adrian Buckley,25.0,new york,,2000000.0,femlae
Karen Conrad,22.0,LA,2020-11-07,9999999.0,female
Natalie Dixon,42.0,SF,18/05/2021,10.0,Female
Anthony Clark,61.0,San Francisco,2024-10-01,102777.12653216257,Male
Christina Alvarez,52.0,new york,2022-01-15,9999999.0,female
Steven Neal,18.0,Los Angele,2024-01-23,,male
,37.0,san francisco,,10.0,Female
Jennifer Clark,39.0,new york,2020-01-15,10.0,female
Jennifer Grant,25.0,SF,2021-03-12,,Female
Aaron Spencer,34.0,San Francisco,2022-09-08,,
Samuel Jones,,Los Angeles,2024-07-27,,femlae
Maria Hall PhD,60.0,LA,2021-03-01,9999999.0,Male
Shelly Anderson,23.0,LA,2021-11-15,9999999.0,Mmale
Sean Werner,48.0,new york,,2000000.0,
Carlos Hess,57.0,SF,01/11/2019,10.0,
Michael Rogers,69.0,LA,2020-02-24,10.0,femlae
Heather Lee,28.0,san francisco,2023-01-15,10.0,Femle
Joseph Jenkins,,Los Angeles,06/11/2021,268919.4190564548,Mmale
Joshua Dominguez,21.0,san francisco,2022-04-01,9999999.0,female
Andrew Maddox,66.0,New York,10/10/2023,,Female
Anthony Gonzalez,44.0,LA,2023-12-03,9999999.0,Female
Lauren Patel,59.0,Los Angele,19/09/2020,10.0,Male
Cristian Williamson,,san francisco,12/12/2022,2000000.0,
Robert Bautista DVM,,Los Angele,,10.0,Mmale
Oscar Woods,70.0,LA,2024-06-23,10.0,Femle
Christine Hernandez,26.0,san francisco,2021-02-06,9999999.0,Mmale
Deanna Coleman,68.0,Los Angeles,19/10/2023,2000000.0,Female
,20.0,Los Angele,2023-06-24,,femlae
Darrell Brown,40.0,Los Angeles,2020-03-03,,Male
Christy Neal,34.0,Los Angele,2022-07-16,9999999.0,femlae
Randy Meyers,37.0,san francisco,2020-10-30,,female
Summer Boyd,54.0,new york,2020-10-14,,Femle
Catherine Frazier,26.0,New York,2023-08-23,9999999.0,
Jessica Harris,68.0,Los Angele,,2000000.0,Mmale
Victor Armstrong,33.0,San Francisco,2022-08-02,9999999.0,Female
Roger Kaiser,67.0,new york,,10.0,Femle
Stacey Lynch,29.0,san francisco,2023-12-01,2000000.0,male
Megan Johnson,47.0,LA,2024-09-30,9999999.0,femlae
Cathy Martinez,36.0,Los Angeles,2020-10-21,9999999.0,femlae
Bryan Harris,,LA,2021-04-13,9999999.0,femlae
Jacob Fowler,59.0,SF,2022-05-22,10.0,femlae
Kyle Mcdaniel,64.0,LA,2020-03-27,2000000.0,Femle
Laura Fuentes,35.0,LA,2020-06-13,9999999.0,female
Laurie Sanchez,25.0,Los Angeles,02/12/2019,2000000.0,Female
Jennifer Mitchell,22.0,san francisco,2021-11-05,10.0,Female
Jennifer Walters,39.0,Los Angeles,23/05/2022,10.0,female
Eduardo Becker,,new york,2021-06-28,2000000.0,femlae
Kelly Phillips,66.0,Los Angeles,2020-02-16,2000000.0,Male
Jason Shannon,62.0,Los Angeles,2019-12-17,2000000.0,
Javier White,49.0,Los Angele,,2000000.0,femlae
Sarah Olson,44.0,SF,2021-10-16,,Female
Alyssa Lopez,57.0,Los Angele,2023-11-09,2000000.0,femlae
Kaitlin Miller,,Los Angeles,2023-10-24,10.0,Female
Sarah Barrera,51.0,new york,2023-06-30,10.0,female
Michael Ramirez,53.0,Los Angeles,2022-01-23,2000000.0,male
Danielle Livingston,,Los Angele,18/01/2023,,
David Stewart,,LA,2023-07-13,,Mmale
Jamie Rodriguez,63.0,LA,2023-12-15,,femlae
Jill Arellano DDS,39.0,SF,29/01/2023,2000000.0,
Natasha Taylor,39.0,Los Angeles,2024-04-05,281267.5003333356,female
Tyler Whitaker,,san francisco,,10.0,Femle
Danielle Sanchez,69.0,Los Angele,2020-10-06,9999999.0,female
Hunter Howard,,New York,09/08/2024,50525.39543487176,
Jessica Rhodes,54.0,SF,18/02/2022,9999999.0,Female
Samantha Brown,50.0,new york,2021-09-19,10.0,Female
Bruce Michael,41.0,SF,2023-08-12,10.0,Mmale
James Robinson,37.0,New York,2022-01-15,9999999.0,Male
Jesse Evans,66.0,new york,2023-02-01,,Mmale
Crystal Thompson,55.0,Los Angele,2023-06-25,9999999.0,Mmale
,34.0,New York,,10.0,male
Erica Rodgers,42.0,SF,2024-07-27,,femlae
Ryan Blankenship,56.0,LA,18/04/2024,10.0,Femle
,57.0,san francisco,05/04/2022,2000000.0,Female
Lee Williams,,Los Angeles,2020-02-10,2000000.0,Male
Alex Edwards,66.0,san francisco,24/07/2021,2000000.0,femlae
Maureen Garcia,35.0,new york,16/05/2023,,
Kathleen Sawyer,,New York,2021-03-09,,Female
Janice Kemp,33.0,Los Angeles,2024-09-01,,
Adam Brown,51.0,San Francisco,11/04/2024,2000000.0,Male
Danielle Cruz,,New York,2021-02-07,,Mmale
Ronald Harvey,50.0,SF,2024-08-25,,Female
,26.0,Los Angele,2022-01-31,10.0,Mmale
Jennifer Barnes DVM,21.0,New York,2021-04-25,270673.673675727,male
Scott Howard,27.0,LA,26/08/2024,2000000.0,
Amanda Carrillo,24.0,Los Angele,,10.0,male
Anna Garcia,67.0,San Francisco,2023-08-26,10.0,female
,30.0,LA,2024-07-18,2000000.0,male
,68.0,Los Angele,09/11/2019,10.0,femlae
Michelle Oliver,49.0,san francisco,2022-01-11,2000000.0,Femle
,41.0,SF,2023-07-15,2000000.0,
Jackie Ballard,36.0,San Francisco,2022-12-16,258368.12383118778,femlae
,56.0,new york,16/01/2020,,Male
Deanna Ford,64.0,LA,2021-01-12,160922.07863683696,
Michelle Peters,33.0,Los Angele,2024-09-25,112264.88146141951,Female
John Morris,,Los Angeles,2020-11-30,2000000.0,Femle
Jerry Yu,68.0,Los Angele,2022-10-10,,male
Shelly Johnson,,San Francisco,15/08/2021,10.0,Female
Matthew Parker,18.0,LA,,10.0,
John Thomas,65.0,Los Angele,2023-09-28,10.0,Male
Joseph Adams,,new york,,2000000.0,Female
Mark Middleton,31.0,LA,2021-02-04,10.0,Femle
William Stephenson,24.0,SF,2022-04-28,10.0,Femle
Gary Reyes,27.0,new york,2024-05-09,10.0,male
Erin Holmes,32.0,Los Angele,2022-10-24,9999999.0,
Christopher Hughes,30.0,New York,2019-11-22,10.0,male
Monica Goodwin,44.0,Los Angeles,,114448.77806041128,femlae
Dillon Martin,,Los Angele,2022-03-31,9999999.0,Female
Lisa Parks,57.0,LA,2021-10-23,,femlae
Nicholas Nguyen,24.0,Los Angele,2021-12-02,10.0,Male
Mark Ball,34.0,San Francisco,2020-07-09,,Femle
,41.0,SF,2020-11-05,10.0,male
Anne Russell,37.0,New York,2023-06-02,271840.49148724054,Femle
Denise Lee,28.0,San Francisco,2021-05-14,9999999.0,female
Brandon Clarke,27.0,LA,2023-10-29,,Mmale
Carla Charles,20.0,Los Angeles,2024-02-22,9999999.0,male
John Evans,23.0,SF,2023-07-16,,female
Nancy Rodriguez,21.0,san francisco,2023-03-07,69633.56257972332,male
William Browning,42.0,Los Angele,2024-10-09,,Mmale
Chris Williamson,54.0,Los Angeles,2023-05-16,,Female
Jennifer Garcia,18.0,Los Angeles,2020-02-21,2000000.0,Female
Darryl Crawford II,40.0,LA,2021-11-23,2000000.0,Female
Kathryn Ortiz,29.0,San Francisco,2021-07-24,107982.7243659328,femlae
Kerry Baker,50.0,LA,16/12/2022,,male
Wesley Cabrera,42.0,san francisco,2023-01-07,10.0,femlae
,66.0,San Francisco,2022-10-31,,Femle
Thomas Ferguson,58.0,Los Angeles,27/02/2022,10.0,Female
Ashley Moore,65.0,New York,21/03/2023,,femlae
Mary Norris,66.0,San Francisco,2021-10-05,9999999.0,femlae
,28.0,new york,2022-10-12,158848.31138312683,Mmale
William Johnson,20.0,Los Angele,2024-01-24,10.0,
Scott Williams,29.0,LA,2020-05-07,,Mmale
Anthony Roman,,new york,2022-12-27,298570.7382709919,Female
Justin Silva,24.0,LA,2024-08-28,10.0,Mmale
Anthony Jackson,69.0,new york,2022-10-05,2000000.0,Male
Robert Smith,62.0,new york,,10.0,
Dr. Karen Cooper,21.0,San Francisco,2021-05-05,2000000.0,Mmale
Diane Malone,,Los Angele,2023-10-27,9999999.0,Femle
Jorge Foley,36.0,SF,2022-09-14,,
Nathan Perez,20.0,Los Angele,10/01/2024,2000000.0,female
Donna Cervantes,39.0,SF,16/01/2024,2000000.0,female
Jay Mckinney,47.0,new york,31/10/2019,9999999.0,femlae
Shannon Simpson,,New York,2023-08-04,2000000.0,female
Sean Zamora,,san francisco,,10.0,femlae
Carl Gardner,48.0,Los Angele,2020-07-30,257981.2950141121,Male
Mary Garcia,53.0,new york,,2000000.0,
,22.0,LA,31/08/2020,2000000.0,Male
Kyle Matthews,32.0,Los Angele,2022-10-04,10.0,
,29.0,LA,2024-09-26,,female
Kristen Townsend,56.0,Los Angele,2021-05-08,9999999.0,
Richard Patterson,24.0,LA,09/05/2022,9999999.0,male
Micheal Zimmerman,32.0,Los Angele,,9999999.0,male
Jonathan Smith,64.0,LA,2023-06-27,,
Karen Graham,51.0,Los Angele,2020-09-24,2000000.0,Femle
Ronald Brock,20.0,SF,2024-10-03,,Female
Scott Armstrong DDS,39.0,Los Angeles,2021-05-20,10.0,Femle
,,new york,2022-01-19,278307.4314174631,Mmale
Melissa Wilson,62.0,SF,2023-02-20,10.0,male
Thomas Stone,21.0,new york,2024-10-10,,Mmale
Alison Thompson,20.0,LA,2023-10-04,,Mmale
Jamie Harris,64.0,Los Angele,2022-10-04,9999999.0,Femle
Daniel Herrera,70.0,san francisco,2024-07-03,10.0,femlae
Jason Moore,50.0,New York,13/04/2023,219985.84863296573,
Carolyn Calhoun,43.0,san francisco,2023-03-29,9999999.0,Male
Justin Crane,40.0,LA,2022-02-21,9999999.0,femlae
Rebecca Thompson,44.0,new york,2021-12-17,9999999.0,Mmale
David Fitzgerald,24.0,SF,2022-04-26,2000000.0,Femle
Luis Hayes,59.0,LA,2021-02-25,10.0,femlae
Aimee Austin,21.0,LA,,9999999.0,
Matthew Collins,57.0,New York,2024-03-04,10.0,femlae
Emma Phillips,54.0,New York,2020-12-16,10.0,Female
John Clay,24.0,New York,,9999999.0,
Marcus Long,38.0,new york,2022-05-21,2000000.0,Male
,55.0,San Francisco,,,femlae
Anna Sullivan,37.0,san francisco,2023-04-13,2000000.0,Female
Rachel Wilson,36.0,san francisco,2020-06-14,,
,33.0,Los Angeles,19/01/2021,2000000.0,Femle
Matthew Brown,33.0,new york,2023-02-22,,
,19.0,Los Angele,2020-11-25,2000000.0,Femle
Greg Carlson,57.0,san francisco,11/09/2024,10.0,femlae
Jamie Sherman,39.0,New York,2020-12-28,2000000.0,
Joseph Zuniga,46.0,Los Angele,2023-11-18,,Femle
Tiffany Sharp,19.0,LA,2021-05-30,9999999.0,Female
Sarah Hale,37.0,Los Angele,2020-11-17,,femlae
Jean Cabrera,61.0,San Francisco,2021-11-25,150334.64618539825,male
Mary Kirk,58.0,Los Angeles,2022-01-22,2000000.0,femlae
Gabriela Walker,,san francisco,2023-10-12,2000000.0,femlae
Jennifer Fletcher,55.0,new york,2021-09-22,294786.7901506353,male
Zachary Carter,67.0,Los Angele,2024-08-12,,Male
,51.0,SF,,,Female
Kenneth Page,39.0,SF,07/10/2022,2000000.0,male
Bobby Ruiz,65.0,New York,2021-04-27,2000000.0,
Timothy Holland,53.0,Los Angeles,2023-05-08,9999999.0,Femle
Erika Marks,39.0,new york,2023-08-01,9999999.0,femlae
Taylor Santos,25.0,SF,2020-10-29,9999999.0,
Gary Johnson,20.0,SF,2022-06-22,,
Hayden Perez,31.0,Los Angele,18/01/2021,2000000.0,
Brianna Brown,29.0,San Francisco,2021-02-20,,Femle
Mr. John Rodriguez,67.0,LA,2020-12-10,10.0,Femle
Jennifer Lane,24.0,New York,01/04/2024,2000000.0,femlae
Amy Ramos,22.0,SF,2024-07-17,9999999.0,female
Emily Rivera,51.0,new york,2024-03-22,9999999.0,
Cynthia Johnson,26.0,San Francisco,2020-09-11,,Female
,48.0,san francisco,12/03/2024,10.0,male
John Smith,54.0,LA,2022-12-17,228715.4837551655,femlae
Robert Davis,,new york,2020-07-30,10.0,femlae
Jason Dickson,51.0,Los Angeles,2023-05-08,,Mmale
Jose Hale,,SF,2020-08-13,2000000.0,Female
Nicholas Bray,34.0,LA,,10.0,male
Marissa Rollins,66.0,new york,2021-04-17,9999999.0,Male
Erik Shaffer,20.0,new york,2021-03-15,9999999.0,female
Chris Shields,,San Francisco,2024-02-29,2000000.0,Mmale
Maria Nicholson,19.0,SF,08/09/2020,,Femle
Carlos Vega,59.0,New York,2022-02-16,10.0,Mmale
Tyler Flores,28.0,Los Angele,2019-12-29,81903.55396604406,male
Jeffrey Newton,54.0,San Francisco,19/08/2023,2000000.0,femlae
Marilyn Martin,64.0,Los Angeles,,2000000.0,Female
Caleb Larson,45.0,new york,2024-08-31,124124.10786333006,femlae
Tonya Harding,45.0,LA,19/08/2023,,male
Shannon Steele,23.0,New York,2023-07-01,10.0,Male
Benjamin Snyder,42.0,New York,09/04/2024,10.0,male
Melanie Sullivan,37.0,Los Angeles,2023-09-05,9999999.0,Male
Mary Rubio,35.0,Los Angeles,2021-11-24,,Femle
Lauren White,62.0,new york,2022-01-25,9999999.0,Male
Melissa West,33.0,Los Angele,08/10/2023,9999999.0,femlae
Lori Thomas PhD,,new york,2022-01-29,10.0,female
Sean Scott,39.0,New York,2023-06-11,10.0,male
Destiny Hodge,58.0,san francisco,2021-09-10,217997.63861472267,
,39.0,SF,2023-02-22,10.0,femlae
Lauren Bauer,61.0,New York,2021-10-08,2000000.0,Male
Carrie Jimenez,54.0,new york,2020-09-25,225189.04754979338,female
Richard Garcia,39.0,Los Angeles,,2000000.0,Male
Stuart Hughes,19.0,LA,2020-05-11,,Mmale
Steven Chavez,33.0,New York,,2000000.0,male
John Finley,29.0,San Francisco,2023-09-05,9999999.0,Femle
Christina Williams,42.0,San Francisco,2023-11-10,10.0,Femle
Chad Cardenas,,Los Angeles,29/05/2024,,femlae
,23.0,Los Angele,2022-07-25,2000000.0,male
David Hill,65.0,Los Angeles,,289139.62461035984,Femle
Aaron Hughes,57.0,Los Angele,11/09/2021,2000000.0,male
Melissa Fowler,18.0,Los Angele,2020-07-23,9999999.0,Mmale
Kimberly Gonzalez,,San Francisco,27/03/2022,2000000.0,male
Anthony Sullivan,30.0,San Francisco,2019-12-29,10.0,Male
Mr. Scott Obrien,62.0,New York,2021-12-02,9999999.0,Mmale
Nichole Mcdonald,67.0,SF,31/01/2024,2000000.0,femlae
Matthew Blankenship,61.0,LA,2020-03-22,,Male
,64.0,LA,2024-05-06,2000000.0,Male
Candace Hall,33.0,New York,2022-08-25,2000000.0,Male
George Hickman,65.0,LA,2019-11-12,2000000.0,
Timothy Bright,,SF,17/10/2022,2000000.0,femlae
Christine Mahoney,23.0,New York,2022-08-19,2000000.0,female
Catherine Taylor,53.0,SF,2023-02-10,9999999.0,femlae
Megan Barr,67.0,LA,2023-04-17,2000000.0,Female
Luis Thomas,50.0,Los Angele,2024-10-01,,
Yolanda Rodriguez,68.0,San Francisco,01/07/2023,9999999.0,Mmale
Miranda Fuentes,46.0,Los Angele,2024-01-01,2000000.0,Mmale
Kaitlyn Raymond,47.0,Los Angele,,,Female
Jennifer Morris,68.0,San Francisco,12/02/2024,2000000.0,Mmale
Julie Townsend,70.0,San Francisco,2024-06-13,9999999.0,Mmale
Jason Arias,49.0,San Francisco,2023-12-11,10.0,male
,68.0,san francisco,2023-05-17,10.0,female
Angela Snow,24.0,Los Angeles,2022-01-12,2000000.0,Female
Jason Ray,31.0,San Francisco,,10.0,Femle
Matthew Garner,19.0,San Francisco,2024-02-09,,male
Julia Hayes,32.0,New York,2022-11-18,98250.34646811163,femlae
Donna Rivera,44.0,san francisco,11/11/2019,10.0,femlae
Nicholas Johnson,51.0,Los Angeles,2023-04-16,,
Heather Moore,66.0,Los Angeles,23/09/2020,9999999.0,
David Cohen,58.0,new york,04/02/2023,9999999.0,Female
Kimberly Patel,53.0,San Francisco,2021-12-10,9999999.0,male
Kathy Jacobs,46.0,Los Angeles,2024-08-05,10.0,Mmale
Mrs. Kelli Richardson,39.0,Los Angele,11/06/2020,10.0,female
Miguel Friedman,18.0,LA,04/06/2024,2000000.0,female
Kevin Bishop,35.0,Los Angeles,2020-11-25,,
Deborah Mills,,san francisco,2020-08-25,9999999.0,
Kristin Cunningham,25.0,new york,2022-01-26,287911.5765947498,femlae
Michael Shepard,59.0,Los Angele,2020-11-15,289607.1457837393,Femle
Kevin Reilly,30.0,San Francisco,27/07/2020,10.0,
,25.0,new york,2023-05-04,9999999.0,Female
Carolyn Beard,26.0,SF,2024-09-03,2000000.0,Female
Paul Miller,70.0,Los Angeles,2023-10-02,,female
Kim Alexander,54.0,Los Angele,2019-10-29,,Femle
Justin Carr,43.0,Los Angele,2023-08-19,10.0,male
Samantha Pittman,22.0,New York,26/12/2019,207641.02915328287,femlae
,33.0,SF,2021-01-19,10.0,Female
Melissa Bishop,68.0,Los Angele,04/08/2020,,Female
Deanna Washington,38.0,Los Angele,2020-09-09,10.0,female
Dawn Mcmillan,53.0,new york,,9999999.0,Male
Jennifer Sullivan,,Los Angeles,,9999999.0,Mmale
David Thomas,59.0,Los Angeles,2021-01-03,2000000.0,female
,,Los Angele,,,male
Dr. Michelle Davis DDS,69.0,new york,2023-02-04,81970.66180416822,
Katherine Powell,34.0,new york,,9999999.0,Femle
Jonathan Combs,61.0,San Francisco,,10.0,Femle
Anthony Browning,22.0,LA,22/01/2021,10.0,female
,47.0,Los Angeles,25/04/2023,10.0,Femle
Heather Williams,53.0,new york,2020-06-10,,female
Marilyn Wood,24.0,san francisco,2022-08-03,9999999.0,Female
Theresa Arias,70.0,Los Angele,2023-04-23,2000000.0,femlae
Todd Shannon,42.0,Los Angele,2021-12-21,,Femle
Casey Patterson,30.0,LA,2024-05-09,,
Diane Montgomery,35.0,new york,2023-03-29,10.0,Female
Christopher Buchanan,,SF,2021-06-13,10.0,Femle
Kim Barron,65.0,Los Angeles,2022-12-19,10.0,Femle
Benjamin Lyons,30.0,LA,2020-01-28,9999999.0,Femle
Robert Griffith,41.0,SF,2022-01-02,2000000.0,Male
Steven Mcbride,39.0,san francisco,2022-02-26,10.0,male
Christopher Hernandez,50.0,Los Angele,2021-01-14,173673.23225133412,male
,43.0,Los Angeles,2022-02-15,2000000.0,male
Justin Peters,,San Francisco,01/09/2024,,femlae
Steve Bradley,54.0,new york,2019-12-09,2000000.0,
Michelle Pacheco,18.0,SF,2023-07-19,292623.159181688,female
Kevin Garcia,59.0,San Francisco,2020-05-13,,Mmale
Erika Ross,46.0,Los Angele,,182586.0713413408,
Wayne Hull,24.0,LA,,10.0,female
Anthony Johnson,43.0,san francisco,2022-10-24,10.0,Femle
Jonathan Lawrence,,SF,2021-09-22,9999999.0,femlae
Mary Brown,54.0,san francisco,24/09/2023,10.0,female
Nicole Coleman,65.0,Los Angele,2022-07-14,10.0,femlae
Jeffrey Rose,65.0,san francisco,2024-03-18,2000000.0,femlae
Brian Cunningham,62.0,New York,2020-05-25,10.0,Male
Dr. Dylan Dorsey III,56.0,san francisco,12/03/2024,,Male
Andrew Barker,19.0,SF,2023-07-07,10.0,Mmale
Mr. Lucas Hutchinson,63.0,SF,27/08/2024,2000000.0,Male
Daniel Horton,48.0,new york,21/06/2021,,Male
Terri Williamson,56.0,Los Angeles,11/02/2022,,femlae
Mark Ross,39.0,Los Angele,2024-02-21,2000000.0,femlae
,57.0,new york,,2000000.0,femlae
Susan Cooper,66.0,Los Angeles,2020-05-13,9999999.0,female
Douglas Vaughn,65.0,Los Angele,15/07/2022,173721.9299858167,Female
Anthony Martin,40.0,new york,2020-11-18,9999999.0,male
Robert Perez,57.0,new york,2022-02-21,2000000.0,Femle
John Estes,43.0,Los Angele,2024-02-18,10.0,
Daniel Bailey,32.0,new york,13/10/2023,,female
Jeanne Taylor,58.0,SF,14/07/2023,9999999.0,femlae
Kristina Harrington,19.0,Los Angele,2024-10-21,2000000.0,Mmale
,51.0,LA,,,
,50.0,san francisco,2022-02-11,,
Victor Wu,21.0,new york,2024-03-31,2000000.0,Femle
,,new york,2020-03-09,10.0,femlae
,55.0,san francisco,2023-02-01,9999999.0,
Danielle Andrade DVM,50.0,Los Angele,2023-03-01,,
Keith Watkins,45.0,SF,2022-12-07,9999999.0,
,29.0,New York,2020-04-02,9999999.0,female
Jimmy Miller,57.0,New York,2024-07-20,10.0,Mmale
David Garcia,39.0,new york,,9999999.0,
Caitlin Hawkins,35.0,Los Angele,2019-10-27,2000000.0,
Alyssa Griffith,68.0,new york,2021-08-18,10.0,Femle
Walter Brewer,21.0,Los Angele,2021-09-07,2000000.0,Femle
Michelle Phelps,,new york,2024-04-27,9999999.0,male
Joseph Pace,21.0,new york,01/07/2020,272343.24977199954,Mmale
Laura Cochran,43.0,SF,2024-10-16,9999999.0,Mmale
,69.0,LA,,2000000.0,Female
Stacey Hughes,69.0,Los Angeles,2022-12-07,2000000.0,Femle
Wayne West,21.0,san francisco,2022-08-15,9999999.0,Female
Austin Barnes,63.0,Los Angeles,2021-04-20,10.0,female
Margaret Allen,27.0,SF,2022-07-12,9999999.0,femlae
Laura Stevenson,33.0,SF,2023-02-27,,Female
